CustomerID,Active_Subscriptions,Monthly_Subscriptions,Weekly_Subscriptions,Total_Monthly_Spend,Upcoming_Total,Next_Debit_Date,Current_Balance,Risk_Level,Top_Merchants,FR8_Message
CUST100309,4,4,0,4932.97,4938.51,2024-06-03,1123756.13,High,"Google, Disney+Hotstar, LinkedIn, Netflix","You have 4 active subscription(s). Total monthly spend: ₹4,932.97. Next debit: 2024-06-03."
CUST100310,3,1,2,1383.88,490.41,2024-06-28,1839549.07,Low,"AnytimeFitness, TimesOfIndia, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,383.88. Next debit: 2024-06-28."
CUST100311,2,2,0,1788.29,1790.21,2024-07-16,1958009.7,Low,"Adobe, Spotify","You have 2 active subscription(s). Total monthly spend: ₹1,788.29. Next debit: 2024-07-16."
CUST100312,4,4,0,6224.67,6178.8,2024-07-11,1900760.9,High,"Coursera, BESCOM, Zee5, Zoom","You have 4 active subscription(s). Total monthly spend: ₹6,224.67. Next debit: 2024-07-11."
CUST100313,1,1,0,1499.65,1494.83,2024-07-02,2503412.92,Low,Disney+Hotstar,"You have 1 active subscription(s). Total monthly spend: ₹1,499.65. Next debit: 2024-07-02."
CUST100314,1,0,1,197.36,49.36,2024-06-28,2653263.2,Low,TimesOfIndia,You have 1 active subscription(s). Total monthly spend: ₹197.36. Next debit: 2024-06-28.
CUST100315,3,3,0,4063.94,4075.35,2024-06-27,676344.66,High,"Adobe, Dropbox, Disney+Hotstar","You have 3 active subscription(s). Total monthly spend: ₹4,063.94. Next debit: 2024-06-27."
CUST100316,2,1,1,1118.68,368.08,2024-07-02,1320151.79,Low,"AnytimeFitness, Spotify","You have 2 active subscription(s). Total monthly spend: ₹1,118.68. Next debit: 2024-07-02."
CUST100317,4,3,1,5947.76,5228.42,2024-06-09,593012.72,High,"AnytimeFitness, CultFit, LinkedIn, Zoom","You have 4 active subscription(s). Total monthly spend: ₹5,947.76. Next debit: 2024-06-09."
CUST100318,2,2,0,628.55,626.85,2024-08-04,1888246.86,High,"Google, Microsoft",You have 2 active subscription(s). Total monthly spend: ₹628.55. Next debit: 2024-08-04.
CUST100319,1,1,0,98.78,98.02,2024-07-12,1498564.39,Low,Zee5,You have 1 active subscription(s). Total monthly spend: ₹98.78. Next debit: 2024-07-12.
CUST100320,4,4,0,4164.89,4161.62,2024-06-29,830232.37,High,"BESCOM, LinkedIn, Microsoft, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹4,164.89. Next debit: 2024-06-29."
CUST100321,1,1,0,188.5,188.6,2024-07-12,1859724.39,Low,YouTube,You have 1 active subscription(s). Total monthly spend: ₹188.50. Next debit: 2024-07-12.
CUST100322,2,2,0,4108.37,4125.16,2024-05-08,2317502.85,High,"Coursera, Spotify","You have 2 active subscription(s). Total monthly spend: ₹4,108.37. Next debit: 2024-05-08."
CUST100323,2,2,0,967.81,973.18,2024-07-07,1542966.1,High,"Apple, Dropbox",You have 2 active subscription(s). Total monthly spend: ₹967.81. Next debit: 2024-07-07.
CUST100324,4,3,1,4433.95,4297.0,2024-06-26,1716378.62,High,"Apple, Disney+Hotstar, LinkedIn, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹4,433.95. Next debit: 2024-06-26."
CUST100325,4,4,0,3182.72,3182.5,2024-06-04,2470817.17,High,"BESCOM, Disney+Hotstar, Netflix, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹3,182.72. Next debit: 2024-06-04."
CUST100326,2,1,1,4206.38,4041.26,2024-07-05,1116173.29,High,"Coursera, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹4,206.38. Next debit: 2024-07-05."
CUST100327,3,3,0,4503.46,4507.24,2024-07-14,1619779.65,High,"Adobe, LinkedIn, YouTube","You have 3 active subscription(s). Total monthly spend: ₹4,503.46. Next debit: 2024-07-14."
CUST100328,2,1,1,314.72,168.49,2024-07-01,1046655.72,Low,"TimesOfIndia, Spotify",You have 2 active subscription(s). Total monthly spend: ₹314.72. Next debit: 2024-07-01.
CUST100329,3,2,1,5039.82,4327.69,2024-06-24,1159310.37,High,"Apple, Coursera, AnytimeFitness","You have 3 active subscription(s). Total monthly spend: ₹5,039.82. Next debit: 2024-06-24."
CUST100330,2,1,1,1878.8,1726.86,2024-06-26,1063854.22,Low,"Adobe, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹1,878.80. Next debit: 2024-06-26."
CUST100331,4,3,1,1545.73,792.14,2024-07-06,2753344.31,Low,"Amazon, Google, AnytimeFitness, Spotify","You have 4 active subscription(s). Total monthly spend: ₹1,545.73. Next debit: 2024-07-06."
CUST100332,1,1,0,2634.2,2636.86,2024-07-25,2185065.17,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,634.20. Next debit: 2024-07-25."
CUST100333,4,4,0,2052.57,2054.33,2024-06-29,1740022.77,Low,"Dropbox, BESCOM, Spotify, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹2,052.57. Next debit: 2024-06-29."
CUST100334,4,4,0,2174.73,2176.97,2024-07-07,1667530.73,High,"Amazon, Apple, Microsoft, Zoom","You have 4 active subscription(s). Total monthly spend: ₹2,174.73. Next debit: 2024-07-07."
CUST100335,1,1,0,904.83,907.75,2024-07-16,2587652.34,Low,Dropbox,You have 1 active subscription(s). Total monthly spend: ₹904.83. Next debit: 2024-07-16.
CUST100336,2,1,1,1038.03,887.48,2024-07-04,671782.49,Low,"BESCOM, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹1,038.03. Next debit: 2024-07-04."
CUST100337,2,1,1,1999.73,1250.96,2024-06-26,2250573.08,Low,"AnytimeFitness, CultFit","You have 2 active subscription(s). Total monthly spend: ₹1,999.73. Next debit: 2024-06-26."
CUST100338,3,3,0,1150.23,1147.24,2024-07-02,1706484.8,Low,"BESCOM, Spotify, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹1,150.23. Next debit: 2024-07-02."
CUST100339,2,1,1,325.34,178.78,2024-06-30,2633384.61,High,"Google, TimesOfIndia",You have 2 active subscription(s). Total monthly spend: ₹325.34. Next debit: 2024-06-30.
CUST100340,2,2,0,678.28,676.86,2024-06-10,1061742.9,High,"Microsoft, Swiggy",You have 2 active subscription(s). Total monthly spend: ₹678.28. Next debit: 2024-06-10.
CUST100341,4,4,0,9153.0,9133.9,2024-07-06,489789.78,High,"Coursera, CultFit, Disney+Hotstar, LinkedIn","You have 4 active subscription(s). Total monthly spend: ₹9,153.00. Next debit: 2024-07-06."
CUST100342,3,3,0,3098.93,3125.81,2024-06-10,2303019.86,High,"Adobe, Dropbox, Microsoft","You have 3 active subscription(s). Total monthly spend: ₹3,098.93. Next debit: 2024-06-10."
CUST100343,2,1,1,314.75,167.88,2024-07-07,1318764.68,Low,"TimesOfIndia, Spotify",You have 2 active subscription(s). Total monthly spend: ₹314.75. Next debit: 2024-07-07.
CUST100344,3,2,1,448.27,303.0,2024-06-26,1329420.18,High,"Apple, TimesOfIndia, Swiggy",You have 3 active subscription(s). Total monthly spend: ₹448.27. Next debit: 2024-06-26.
CUST100345,4,4,0,2078.78,2085.35,2024-07-08,2155256.37,Low,"Amazon, Google, CultFit, Netflix","You have 4 active subscription(s). Total monthly spend: ₹2,078.78. Next debit: 2024-07-08."
CUST100346,1,0,1,1001.12,250.27,2024-07-06,1839140.13,Low,AnytimeFitness,"You have 1 active subscription(s). Total monthly spend: ₹1,001.12. Next debit: 2024-07-06."
CUST100347,1,1,0,840.12,836.15,2024-07-18,704768.04,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹840.12. Next debit: 2024-07-18.
CUST100348,3,3,0,1873.32,1872.65,2024-07-02,1114633.81,Low,"Disney+Hotstar, Swiggy, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,873.32. Next debit: 2024-07-02."
CUST100349,4,4,0,1407.99,1407.79,2024-07-01,1477689.75,Low,"Amazon, Apple, BESCOM, YouTube","You have 4 active subscription(s). Total monthly spend: ₹1,407.99. Next debit: 2024-07-01."
CUST100350,1,1,0,498.62,501.43,2024-07-18,1683067.43,Low,Microsoft,You have 1 active subscription(s). Total monthly spend: ₹498.62. Next debit: 2024-07-18.
CUST100351,3,3,0,941.88,936.32,2024-06-24,1014677.08,High,"Netflix, Spotify, Swiggy",You have 3 active subscription(s). Total monthly spend: ₹941.88. Next debit: 2024-06-24.
CUST100352,1,1,0,850.63,850.4,2024-07-28,538290.34,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹850.63. Next debit: 2024-07-28.
CUST100353,1,1,0,999.45,995.71,2024-07-11,2106200.14,Low,CultFit,You have 1 active subscription(s). Total monthly spend: ₹999.45. Next debit: 2024-07-11.
CUST100354,3,3,0,4436.95,4433.14,2024-05-21,1918991.4,High,"Adobe, Google, LinkedIn","You have 3 active subscription(s). Total monthly spend: ₹4,436.95. Next debit: 2024-05-21."
CUST100355,1,0,1,996.96,248.91,2024-07-09,2371665.95,Low,AnytimeFitness,You have 1 active subscription(s). Total monthly spend: ₹996.96. Next debit: 2024-07-09.
CUST100356,3,3,0,1927.55,1931.17,2024-07-05,1050633.78,Low,"Dropbox, BESCOM, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹1,927.55. Next debit: 2024-07-05."
CUST100357,4,4,0,1789.45,1784.16,2024-07-13,1053669.98,Low,"BESCOM, Netflix, Spotify, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹1,789.45. Next debit: 2024-07-13."
CUST100358,3,2,1,1242.99,496.54,2024-06-30,1243943.86,High,"Google, AnytimeFitness, Spotify","You have 3 active subscription(s). Total monthly spend: ₹1,242.99. Next debit: 2024-06-30."
CUST100359,3,3,0,6717.07,6735.74,2024-06-22,1315693.92,High,"Coursera, LinkedIn, Zee5","You have 3 active subscription(s). Total monthly spend: ₹6,717.07. Next debit: 2024-06-22."
CUST100360,3,3,0,1379.07,1374.08,2024-07-20,2380352.46,High,"Amazon, Apple, CultFit","You have 3 active subscription(s). Total monthly spend: ₹1,379.07. Next debit: 2024-07-20."
CUST100361,4,2,2,3597.16,2700.98,2024-06-13,1793914.33,Low,"Dropbox, AnytimeFitness, Disney+Hotstar, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹3,597.16. Next debit: 2024-06-13."
CUST100362,2,2,0,228.35,228.12,2024-06-19,744760.6,Low,"Google, Zee5",You have 2 active subscription(s). Total monthly spend: ₹228.35. Next debit: 2024-06-19.
CUST100363,4,3,1,2041.8,1302.9,2024-06-12,1872534.57,Low,"Apple, BESCOM, Google, AnytimeFitness","You have 4 active subscription(s). Total monthly spend: ₹2,041.80. Next debit: 2024-06-12."
CUST100364,3,3,0,4029.13,4028.64,2024-07-11,1712663.9,High,"Adobe, BESCOM, Disney+Hotstar","You have 3 active subscription(s). Total monthly spend: ₹4,029.13. Next debit: 2024-07-11."
CUST100365,3,3,0,1423.61,1417.07,2024-07-07,2155822.86,Low,"Apple, BESCOM, Microsoft","You have 3 active subscription(s). Total monthly spend: ₹1,423.61. Next debit: 2024-07-07."
CUST100366,3,3,0,4555.92,4542.92,2024-06-29,1804487.05,High,"Dropbox, CultFit, LinkedIn","You have 3 active subscription(s). Total monthly spend: ₹4,555.92. Next debit: 2024-06-29."
CUST100367,4,4,0,3969.74,3957.27,2024-06-07,2351829.0,High,"Amazon, BESCOM, LinkedIn, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹3,969.74. Next debit: 2024-06-07."
CUST100368,2,2,0,1769.15,1772.32,2024-07-06,1674862.16,Low,"Adobe, Zee5","You have 2 active subscription(s). Total monthly spend: ₹1,769.15. Next debit: 2024-07-06."
CUST100369,2,2,0,2737.27,2724.13,2024-07-20,2330922.23,High,"Apple, LinkedIn","You have 2 active subscription(s). Total monthly spend: ₹2,737.27. Next debit: 2024-07-20."
CUST100370,2,2,0,305.91,306.14,2024-07-30,1329615.8,Low,"Google, Swiggy",You have 2 active subscription(s). Total monthly spend: ₹305.91. Next debit: 2024-07-30.
CUST100371,2,2,0,621.96,623.53,2024-07-22,2192709.78,Low,"Microsoft, Spotify",You have 2 active subscription(s). Total monthly spend: ₹621.96. Next debit: 2024-07-22.
CUST100372,2,1,1,841.0,692.26,2024-07-03,1198453.62,High,"Netflix, TimesOfIndia",You have 2 active subscription(s). Total monthly spend: ₹841.00. Next debit: 2024-07-03.
CUST100373,1,1,0,2665.6,2678.49,2024-08-06,1456774.97,Low,LinkedIn,"You have 1 active subscription(s). Total monthly spend: ₹2,665.60. Next debit: 2024-08-06."
CUST100374,4,4,0,1418.58,1412.1,2024-07-02,2735926.39,High,"Amazon, BESCOM, Swiggy, Zee5","You have 4 active subscription(s). Total monthly spend: ₹1,418.58. Next debit: 2024-07-02."
CUST100375,2,2,0,1955.89,1962.11,2024-07-08,865406.15,High,"Netflix, Zoom","You have 2 active subscription(s). Total monthly spend: ₹1,955.89. Next debit: 2024-07-08."
CUST100376,1,1,0,1690.63,1688.65,2024-06-25,1265599.04,Low,Adobe,"You have 1 active subscription(s). Total monthly spend: ₹1,690.63. Next debit: 2024-06-25."
CUST100377,3,3,0,2675.46,2673.74,2024-07-04,2067490.71,High,"CultFit, Disney+Hotstar, YouTube","You have 3 active subscription(s). Total monthly spend: ₹2,675.46. Next debit: 2024-07-04."
CUST100378,2,2,0,309.95,308.41,2024-07-08,1942763.43,Low,"Spotify, YouTube",You have 2 active subscription(s). Total monthly spend: ₹309.95. Next debit: 2024-07-08.
CUST100379,2,2,0,721.41,722.66,2024-07-17,2037787.03,Low,"Apple, Netflix",You have 2 active subscription(s). Total monthly spend: ₹721.41. Next debit: 2024-07-17.
CUST100380,4,4,0,3222.62,3213.76,2024-07-13,2075901.44,High,"Adobe, Google, Zee5, Zoom","You have 4 active subscription(s). Total monthly spend: ₹3,222.62. Next debit: 2024-07-13."
CUST100381,2,2,0,297.44,297.79,2024-07-12,1316156.38,Low,"Spotify, Swiggy",You have 2 active subscription(s). Total monthly spend: ₹297.44. Next debit: 2024-07-12.
CUST100382,3,3,0,1016.73,1011.15,2024-07-05,2244542.49,Low,"Netflix, Swiggy, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,016.73. Next debit: 2024-07-05."
CUST100383,4,3,1,5829.03,5060.97,2024-06-10,712881.65,High,"BESCOM, AnytimeFitness, LinkedIn, Zoom","You have 4 active subscription(s). Total monthly spend: ₹5,829.03. Next debit: 2024-06-10."
CUST100384,4,3,1,2651.85,2503.84,2024-07-02,841462.85,High,"Amazon, Disney+Hotstar, Netflix, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹2,651.85. Next debit: 2024-07-02."
CUST100385,2,2,0,1411.27,1405.59,2024-07-12,2209191.81,Low,"Spotify, Zoom","You have 2 active subscription(s). Total monthly spend: ₹1,411.27. Next debit: 2024-07-12."
CUST100386,4,4,0,5332.41,5280.18,2024-05-10,771200.48,High,"Adobe, Dropbox, Google, LinkedIn","You have 4 active subscription(s). Total monthly spend: ₹5,332.41. Next debit: 2024-05-10."
CUST100387,3,3,0,6120.78,6116.4,2024-06-14,2293581.63,High,"Coursera, Disney+Hotstar, Netflix","You have 3 active subscription(s). Total monthly spend: ₹6,120.78. Next debit: 2024-06-14."
CUST100388,3,3,0,1668.35,1666.45,2024-06-16,2568300.59,Low,"Dropbox, Netflix, Spotify","You have 3 active subscription(s). Total monthly spend: ₹1,668.35. Next debit: 2024-06-16."
CUST100389,1,1,0,75.21,74.95,2024-07-21,608870.64,Low,Apple,You have 1 active subscription(s). Total monthly spend: ₹75.21. Next debit: 2024-07-21.
CUST100390,4,3,1,913.87,766.33,2024-06-19,2487958.35,High,"Microsoft, TimesOfIndia, Spotify, Zee5",You have 4 active subscription(s). Total monthly spend: ₹913.87. Next debit: 2024-06-19.
CUST100391,2,2,0,4887.97,4862.63,2024-07-04,1289545.8,Low,"Coursera, Dropbox","You have 2 active subscription(s). Total monthly spend: ₹4,887.97. Next debit: 2024-07-04."
CUST100392,4,4,0,6358.55,6368.86,2024-07-18,2293965.55,High,"Adobe, Apple, Coursera, Netflix","You have 4 active subscription(s). Total monthly spend: ₹6,358.55. Next debit: 2024-07-18."
CUST100393,3,2,1,2844.81,2095.56,2024-06-27,1294801.34,High,"BESCOM, AnytimeFitness, CultFit","You have 3 active subscription(s). Total monthly spend: ₹2,844.81. Next debit: 2024-06-27."
CUST100394,2,2,0,1074.43,1072.51,2024-07-21,1436566.67,High,"Apple, CultFit","You have 2 active subscription(s). Total monthly spend: ₹1,074.43. Next debit: 2024-07-21."
CUST100395,1,1,0,1297.34,1309.18,2024-06-10,746814.91,High,Zoom,"You have 1 active subscription(s). Total monthly spend: ₹1,297.34. Next debit: 2024-06-10."
CUST100396,2,2,0,962.7,969.46,2024-06-23,2286768.8,Low,"BESCOM, Spotify",You have 2 active subscription(s). Total monthly spend: ₹962.70. Next debit: 2024-06-23.
CUST100397,3,2,1,1881.46,1737.56,2024-06-25,1906497.81,Low,"Disney+Hotstar, TimesOfIndia, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹1,881.46. Next debit: 2024-06-25."
CUST100398,4,3,1,5923.41,5822.43,2024-07-02,2544672.15,High,"Coursera, Dropbox, BESCOM, TimesOfIndia","You have 4 active subscription(s). Total monthly spend: ₹5,923.41. Next debit: 2024-07-02."
CUST100399,3,3,0,3077.91,3073.23,2024-06-19,1956632.54,High,"Adobe, Spotify, Zoom","You have 3 active subscription(s). Total monthly spend: ₹3,077.91. Next debit: 2024-06-19."
CUST100400,1,0,1,195.8,49.22,2024-07-07,1828866.37,High,TimesOfIndia,You have 1 active subscription(s). Total monthly spend: ₹195.80. Next debit: 2024-07-07.
CUST100401,1,1,0,498.64,497.82,2024-06-27,1794113.57,Low,Microsoft,You have 1 active subscription(s). Total monthly spend: ₹498.64. Next debit: 2024-06-27.
CUST100402,2,2,0,374.32,373.43,2024-07-21,1415759.83,High,"Amazon, Apple",You have 2 active subscription(s). Total monthly spend: ₹374.32. Next debit: 2024-07-21.
CUST100403,3,3,0,817.11,816.92,2024-06-13,994697.89,Low,"Google, Microsoft, YouTube",You have 3 active subscription(s). Total monthly spend: ₹817.11. Next debit: 2024-06-13.
CUST100404,2,2,0,218.17,217.97,2024-07-28,2526960.12,Low,"Spotify, Zee5",You have 2 active subscription(s). Total monthly spend: ₹218.17. Next debit: 2024-07-28.
CUST100405,3,2,1,2300.6,1560.75,2024-07-01,2053735.21,High,"Amazon, AnytimeFitness, CultFit","You have 3 active subscription(s). Total monthly spend: ₹2,300.60. Next debit: 2024-07-01."
CUST100406,1,1,0,179.06,178.9,2024-07-01,2631259.99,Low,Swiggy,You have 1 active subscription(s). Total monthly spend: ₹179.06. Next debit: 2024-07-01.
CUST100407,2,2,0,1868.3,1862.08,2024-07-07,2361315.15,Low,"Adobe, YouTube","You have 2 active subscription(s). Total monthly spend: ₹1,868.30. Next debit: 2024-07-07."
CUST100408,2,2,0,279.0,280.82,2024-06-24,2600098.53,Low,"Swiggy, Zee5",You have 2 active subscription(s). Total monthly spend: ₹279.00. Next debit: 2024-06-24.
CUST100409,2,1,1,325.95,178.99,2024-06-28,2354403.31,Low,"Google, TimesOfIndia",You have 2 active subscription(s). Total monthly spend: ₹325.95. Next debit: 2024-06-28.
CUST100410,4,4,0,921.07,918.26,2024-07-02,1720990.93,Low,"Google, Microsoft, YouTube, Zee5",You have 4 active subscription(s). Total monthly spend: ₹921.07. Next debit: 2024-07-02.
CUST100411,2,1,1,2687.49,1934.91,2024-06-18,2538168.76,Low,"Adobe, AnytimeFitness","You have 2 active subscription(s). Total monthly spend: ₹2,687.49. Next debit: 2024-06-18."
CUST100412,3,2,1,2049.8,1914.24,2024-06-28,1734742.62,High,"BESCOM, CultFit, TimesOfIndia","You have 3 active subscription(s). Total monthly spend: ₹2,049.80. Next debit: 2024-06-28."
CUST100413,3,3,0,6796.79,6796.98,2024-07-02,786115.95,High,"Coursera, LinkedIn, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹6,796.79. Next debit: 2024-07-02."
CUST100414,4,3,1,1439.47,1295.76,2024-07-05,951066.05,Low,"Amazon, BESCOM, TimesOfIndia, Zee5","You have 4 active subscription(s). Total monthly spend: ₹1,439.47. Next debit: 2024-07-05."
CUST100415,3,3,0,1990.35,1995.21,2024-07-06,1402478.62,Low,"Adobe, Spotify, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,990.35. Next debit: 2024-07-06."
CUST100416,2,2,0,1145.58,1145.23,2024-07-07,820058.41,Low,"Amazon, BESCOM","You have 2 active subscription(s). Total monthly spend: ₹1,145.58. Next debit: 2024-07-07."
CUST100417,2,2,0,1477.93,1461.19,2024-06-30,2730415.29,Low,"YouTube, Zoom","You have 2 active subscription(s). Total monthly spend: ₹1,477.93. Next debit: 2024-06-30."
CUST100418,1,1,0,4014.9,4034.34,2024-07-11,2013763.32,Low,Coursera,"You have 1 active subscription(s). Total monthly spend: ₹4,014.90. Next debit: 2024-07-11."
CUST100419,4,4,0,2270.99,2275.06,2024-06-16,1130239.63,High,"Amazon, Apple, Dropbox, CultFit","You have 4 active subscription(s). Total monthly spend: ₹2,270.99. Next debit: 2024-06-16."
CUST100420,1,1,0,503.5,508.11,2024-08-01,1631743.19,Low,Microsoft,You have 1 active subscription(s). Total monthly spend: ₹503.50. Next debit: 2024-08-01.
CUST100421,4,4,0,1815.25,1811.74,2024-07-02,1940529.59,Low,"Dropbox, Netflix, Swiggy, Zee5","You have 4 active subscription(s). Total monthly spend: ₹1,815.25. Next debit: 2024-07-02."
CUST100422,3,3,0,3464.51,3483.43,2024-07-11,2036102.26,High,"LinkedIn, Netflix, Swiggy","You have 3 active subscription(s). Total monthly spend: ₹3,464.51. Next debit: 2024-07-11."
CUST100423,1,1,0,495.96,497.22,2024-06-23,2557914.41,Low,Microsoft,You have 1 active subscription(s). Total monthly spend: ₹495.96. Next debit: 2024-06-23.
CUST100424,2,2,0,2733.81,2738.62,2024-07-06,2433669.43,Low,"Apple, LinkedIn","You have 2 active subscription(s). Total monthly spend: ₹2,733.81. Next debit: 2024-07-06."
CUST100425,4,4,0,3041.44,3059.78,2024-07-06,2508752.57,Low,"Dropbox, CultFit, Microsoft, Netflix","You have 4 active subscription(s). Total monthly spend: ₹3,041.44. Next debit: 2024-07-06."
CUST100426,3,3,0,5015.64,4991.32,2024-06-25,827378.48,High,"Dropbox, Disney+Hotstar, LinkedIn","You have 3 active subscription(s). Total monthly spend: ₹5,015.64. Next debit: 2024-06-25."
CUST100427,1,1,0,75.03,75.31,2024-06-15,2295675.07,Low,Apple,You have 1 active subscription(s). Total monthly spend: ₹75.03. Next debit: 2024-06-15.
CUST100428,1,1,0,130.3,130.0,2024-07-18,1353588.95,Low,Google,You have 1 active subscription(s). Total monthly spend: ₹130.30. Next debit: 2024-07-18.
CUST100429,2,2,0,785.96,785.86,2024-07-27,1379896.86,Low,"Google, Netflix",You have 2 active subscription(s). Total monthly spend: ₹785.96. Next debit: 2024-07-27.
CUST100430,3,1,2,1380.42,487.0,2024-07-03,1516295.22,Low,"AnytimeFitness, TimesOfIndia, YouTube","You have 3 active subscription(s). Total monthly spend: ₹1,380.42. Next debit: 2024-07-03."
CUST100431,2,2,0,2388.5,2388.82,2024-07-15,2157793.18,Low,"Dropbox, Disney+Hotstar","You have 2 active subscription(s). Total monthly spend: ₹2,388.50. Next debit: 2024-07-15."
CUST100432,3,2,1,1421.92,670.1,2024-07-03,1569598.65,Low,"Amazon, AnytimeFitness, Spotify","You have 3 active subscription(s). Total monthly spend: ₹1,421.92. Next debit: 2024-07-03."
CUST100433,4,4,0,957.88,964.3,2024-07-10,2607887.44,High,"Apple, Google, Netflix, Zee5",You have 4 active subscription(s). Total monthly spend: ₹957.88. Next debit: 2024-07-10.
CUST100434,3,3,0,4988.54,4987.77,2024-07-02,2661001.18,High,"Coursera, BESCOM, Google","You have 3 active subscription(s). Total monthly spend: ₹4,988.54. Next debit: 2024-07-02."
CUST100435,4,4,0,1117.61,1118.99,2024-07-01,637426.91,Low,"Amazon, Google, Microsoft, YouTube","You have 4 active subscription(s). Total monthly spend: ₹1,117.61. Next debit: 2024-07-01."
CUST100436,3,2,1,2037.9,1895.7,2024-07-05,384136.18,High,"Adobe, TimesOfIndia, YouTube","You have 3 active subscription(s). Total monthly spend: ₹2,037.90. Next debit: 2024-07-05."
CUST100437,2,1,1,1988.15,1241.19,2024-07-01,1452734.11,Low,"AnytimeFitness, CultFit","You have 2 active subscription(s). Total monthly spend: ₹1,988.15. Next debit: 2024-07-01."
CUST100438,1,1,0,847.6,843.26,2024-07-07,1237147.07,Low,BESCOM,You have 1 active subscription(s). Total monthly spend: ₹847.60. Next debit: 2024-07-07.
CUST100439,2,1,1,1121.95,378.46,2024-07-10,2603752.53,High,"Google, AnytimeFitness","You have 2 active subscription(s). Total monthly spend: ₹1,121.95. Next debit: 2024-07-10."
CUST100440,1,1,0,98.57,98.67,2024-06-27,1757555.87,Low,Zee5,You have 1 active subscription(s). Total monthly spend: ₹98.57. Next debit: 2024-06-27.
CUST100441,1,1,0,99.08,98.89,2024-07-21,2242070.58,Low,Zee5,You have 1 active subscription(s). Total monthly spend: ₹99.08. Next debit: 2024-07-21.
CUST100442,4,4,0,2952.65,2962.93,2024-07-04,1616744.58,Low,"Adobe, CultFit, Swiggy, Zee5","You have 4 active subscription(s). Total monthly spend: ₹2,952.65. Next debit: 2024-07-04."
CUST100443,4,4,0,706.41,706.06,2024-07-03,2743788.69,Low,"Amazon, Google, Swiggy, Zee5",You have 4 active subscription(s). Total monthly spend: ₹706.41. Next debit: 2024-07-03.
CUST100444,2,2,0,1080.91,1088.85,2024-07-10,1797583.86,Low,"Apple, CultFit","You have 2 active subscription(s). Total monthly spend: ₹1,080.91. Next debit: 2024-07-10."
CUST100445,2,2,0,1812.93,1821.5,2024-07-11,1589737.05,High,"Microsoft, Zoom","You have 2 active subscription(s). Total monthly spend: ₹1,812.93. Next debit: 2024-07-11."
CUST100446,1,1,0,497.83,497.23,2024-07-07,2484090.69,Low,Microsoft,You have 1 active subscription(s). Total monthly spend: ₹497.83. Next debit: 2024-07-07.
CUST100447,2,1,1,4202.28,4052.83,2024-06-28,2347008.02,Low,"Coursera, TimesOfIndia","You have 2 active subscription(s). Total monthly spend: ₹4,202.28. Next debit: 2024-06-28."
CUST100448,2,2,0,620.28,618.54,2024-06-28,627595.45,Low,"Microsoft, Spotify",You have 2 active subscription(s). Total monthly spend: ₹620.28. Next debit: 2024-06-28.
CUST100449,4,3,1,2154.49,1408.08,2024-07-04,1785121.06,Low,"BESCOM, Google, AnytimeFitness, Swiggy","You have 4 active subscription(s). Total monthly spend: ₹2,154.49. Next debit: 2024-07-04."
CUST100450,1,1,0,1504.12,1491.09,2024-07-28,687599.21,Low,Disney+Hotstar,"You have 1 active subscription(s). Total monthly spend: ₹1,504.12. Next debit: 2024-07-28."
CUST100451,2,2,0,1105.58,1102.75,2024-06-06,1354968.73,Low,"CultFit, Spotify","You have 2 active subscription(s). Total monthly spend: ₹1,105.58. Next debit: 2024-06-06."
CUST100452,2,2,0,2750.92,2724.72,2024-07-16,1918540.59,Low,"LinkedIn, Zee5","You have 2 active subscription(s). Total monthly spend: ₹2,750.92. Next debit: 2024-07-16."
CUST100453,2,2,0,1185.84,1184.8,2024-07-19,1773301.03,Low,"CultFit, YouTube","You have 2 active subscription(s). Total monthly spend: ₹1,185.84. Next debit: 2024-07-19."
CUST100454,2,2,0,2175.11,2175.71,2024-07-14,1034093.02,Low,"Adobe, Microsoft","You have 2 active subscription(s). Total monthly spend: ₹2,175.11. Next debit: 2024-07-14."
